"id","rating","raters"
2906,3.6,1787
2907,3.51,1463
2908,4.42,942
2909,3.78,71532
2910,4,4238
2911,3.98,2281
2912,3.89,14144
2913,4.21,515
2914,2.96,94
2915,3.56,390
2916,4.18,115716
2917,4.57,72043
2918,3.88,49862
2919,4.34,12749
2920,4.02,11208
2921,3.94,35033
2922,3.94,55016
2923,3.97,12856
2924,3.69,32896
2925,4.04,16765
2926,3.96,51267
2927,4.35,49
2928,3.6,12990
2929,3.92,11293
2930,4.01,3401
2931,3.98,4087
2932,3.74,2881
2933,4.14,6421
2934,4.13,1277
2935,3.93,5866
2936,3.98,6369
2937,3.79,10725
2938,3.81,1905
2939,3.91,4184
2940,3.75,1481
2941,4.1,2786
2942,3.87,4249
2943,3.9,7900
2944,3.86,2668
2945,4.23,2852
2946,3.84,2770
2947,4.05,683
2948,3.71,19852
2949,4.26,1087
2950,3.91,3842
2951,3.85,2331
2952,3.92,1966
2953,4.15,726
2954,3.68,1365
2955,3.77,1596
2956,4.08,465
2957,3.83,195649
2958,3.79,111564
2959,3.77,91816
2960,4.03,8814
2961,3.68,97146
2962,3.84,20632
2963,3.73,30346
2964,4,19945
2965,3.69,22027
2966,3.79,41744
2967,3.7,25145
2968,3.9,28041
2969,3.75,31242
2970,3.7,37409
2971,3.51,50975
2972,3.68,27296
2973,3.73,12991
2974,3.99,15115
2975,3.85,39571
2976,3.57,17420
2977,3.58,40477
2978,3.74,17061
2979,3.79,12308
2980,4.04,13811
2981,3.84,19375
2982,3.5,12828
2983,3.48,34977
2984,3.43,27826
2985,3.94,16601
2986,3.94,16601
2987,3.86,8216
2988,3.6,23465
2989,3.74,20326
2990,3.86,7808
2991,3.54,16991
2992,3.82,21846
2993,4,19945
2994,3.18,23219
2995,3.76,13963
2996,3.58,16337
2997,3.61,2927
2998,3.73,11423
2999,3.13,58994
3000,3.45,21090
3001,3.53,5969
3002,3.49,21117
3003,3.61,22752
3004,3.37,17723
3005,3.92,9092
3006,3.76,6686
3007,3.75,10750
3008,3.52,9492
3009,3.88,11384
3010,3.6,13702
3011,3.5,2666
3012,3.5,2666
3013,3.47,9412
3014,3.64,7051
3015,3.55,4234
3016,3.74,9961
3017,3.39,7142
3018,3.62,6507
3019,3.38,3380
3020,3.03,16954
3021,3.72,13233
3022,3.57,3600
3023,3.68,3325
3024,3.68,3325
3025,3.43,4039
3026,3.51,3080
3027,4.29,1700
3028,3.81,7732
3029,3.4,10075
3030,4.48,28029
3031,3.72,2340
3032,3.55,3053
3033,3.48,2612
3034,3.68,3742
3035,3.61,15726
3036,3.33,2325
3037,3.56,1692
3038,3.84,3187
3039,4.27,814
3040,3.66,5324
3041,3.43,2929
3042,3.75,2616
3043,3.63,4963
3044,3.79,162685
3045,3.9,105023
3046,3.81,114016
3047,4.04,158769
3048,3.84,54302
3049,3.8,55909
3050,3.87,20871
3051,3.83,22847
3052,3.89,45562
3053,3.73,30218
3054,3.72,13964
3055,3.94,14568
3056,3.84,54302
3057,3.84,42592
3058,3.83,47467
3059,3.98,6180
3060,3.98,6180
3061,3.59,13837
3062,3.66,4406
3063,3.7,19674
3064,3.79,4018
3065,3.68,12419
3066,3.76,10671
3067,3.75,1909
3068,3.7,16396
3069,3.64,11707
3070,3.78,5340
3071,3.98,6316
3072,3.77,6404
3073,3.73,3303
3074,3.65,7938
3075,3.59,7325
3076,3.93,5472
3077,3.69,35523
3078,3.67,4489
3079,3.7,11189
3080,3.82,6354
3081,3.81,4621
3082,3.67,3802
3083,3.76,4228
3084,3.59,3818
3085,3.63,2695
3086,3.72,8012
3087,3.96,3265
3088,3.6,6450
3089,3.65,4357
3090,3.7,31906
3091,3.73,4135
3092,3.67,3247
3093,3.71,3861
3094,3.39,6675
3095,3.8,1860
3096,3.84,2820
3097,3.82,3862
3098,3.78,143499
3099,3.6,220632
3100,3.61,108677
3101,3.68,48259
3102,3.5,45659
3103,3.45,167596
3104,3.67,59923
3105,3.37,76707
3106,3.79,37
3107,3.67,55070
3108,3.45,167596
3109,3.57,53942
3110,3.59,74645
3111,3.69,17953
3112,3.36,28114
3113,3.52,11648
3114,3.57,29829
3115,3.46,26623
3116,3.48,37715
3117,3.52,36065
3118,3.44,28461
3119,3.47,31424
3120,3.58,29211
3121,3.46,40226
3122,3.53,50532
3123,3.74,8884
3124,3.4,2361
3125,3.51,41822
3126,3.49,31137
3127,3.6,9320
3128,3.74,6170
3129,3.35,12240
3130,3.62,26326
3131,3.97,6512
3132,3.55,10752
3133,3.65,44214
3134,3.47,23340
3135,3.38,5917
3136,3.47,17152
3137,3.51,14792
3138,3.37,738
3139,3.45,25166
3140,3.58,20389
3141,3.21,13089
3142,3.56,11781
3143,3.58,51187
3144,3.69,11192
3145,3.71,1968
3146,3.48,10485
3147,3.58,9933
3148,3.79,13143
3149,3.54,3387
3150,3.41,5341
3151,3.67,3281
3152,3.51,61833
3153,3.71,29539
3154,3.35,3363
3155,3.55,6692
3156,3.56,11402
3157,3.49,7805
3158,3.45,1890
3159,3.45,4388
3160,4.12,10194
3161,3.91,15086
3162,3.97,20079
3163,4.15,1986
3164,4.14,6798
3165,3.58,9240
3166,3.58,15242
3167,4.06,9637
3168,3.48,210
3169,4.24,4213
3170,4.1,7399
3171,3.81,5697
3172,3.69,11348
3173,3.75,12850
3174,3.75,12850
3175,4,19749
3176,3.71,1018
3177,3.55,4351
3178,4.06,9269
3179,3.99,20596
3180,3.37,5367
3181,3.58,3616
3182,3.82,6282
3183,3.61,6438
3184,3.86,6617
3185,3.8,5146
3186,3.76,1539
3187,3.55,7927
3188,3.78,4449
3189,3.97,1382
3190,3.96,6847
3191,3.83,1409
3192,3.83,1409
3193,3.91,292
3194,3.89,567
3195,4.09,3479
3196,3.87,3282
3197,3.99,20596
3198,4.03,2591
3199,3.55,15593
3200,3.67,5783
3201,3.76,1423
3202,3.57,3771
3203,3.72,1786
3204,3.83,1018
3205,3.94,1665
3206,4.12,829
3207,3.63,1194
3208,3.7,555
3209,3.94,210
3210,3.73,269
3211,3.87,25166
3212,3.74,33594
3213,3.67,20939
3214,4.15,3914
3215,4.18,9264
3216,4.19,3952
3217,4.07,2534
3218,3.43,4693
3219,3.88,1048
3220,4.03,6646
3221,3.92,3223
3222,3.9,11077
3223,3.69,4743
3224,3.78,9092
3225,4.01,9362
3226,3.69,3114
3227,3.91,56
3228,4.34,648
3229,3.91,4140
3230,3.89,218
3231,3.83,816
3232,4.02,861
3233,3.71,1332
3234,3.82,1082
3235,4.08,309
3236,3.74,457
3237,3.89,2211
3238,3.53,1639
3239,3.39,1913
3240,3.43,2741
3241,3.38,3003
3242,3.42,2113
3243,3.46,7380
3244,3.57,11284
3245,3.35,2004
3246,3.62,48255
3247,3.52,73141
3248,4.04,16710
3249,3.56,66294
3250,3.65,26233
3251,4.05,18766
3252,3.59,25147
3253,3.74,30478
3254,3.45,18181
3255,3.54,27339
3256,3.6,21410
3257,3.52,9611
3258,3.68,23308
3259,3.36,9105
3260,4.08,4933
3261,3.56,19585
3262,3.66,14005
3263,3.57,14418
3264,4.04,16710
3265,3.57,8189
3266,3.52,15496
3267,3.54,13325
3268,3.52,6232
3269,3.39,5209
3270,3.4,3871
3271,3.48,7718
3272,3.4,3469
3273,3.55,7636
3274,3.37,6195
3275,3.52,5769
3276,3.23,2366
3277,3.62,7262
3278,3.94,2400
3279,3.49,5846
3280,3.54,3875
3281,3.59,3926
3282,3.36,3453
3283,3.57,8679
3284,3.32,2245
3285,3.48,1237
3286,3.32,4834
3287,3.45,4269
3288,3.67,6662
3289,3.53,1257
3290,3.44,2906
3291,3.61,7748
3292,3.62,4001
3293,3.31,9583
3294,3.27,12193
3295,3.4,10887
3296,3.33,4301
3297,3.5,3467
3298,3.05,1824
3299,3.53,2811
3300,3.8,4038
3301,3.52,127840
3302,3.62,63674
3303,3.55,129445
3304,3.88,15061
3305,3.71,192
3306,3.39,21381
3307,3.43,58011
3308,3.11,16605
3309,3.53,33461
3310,3.06,84793
3311,3.44,15496
3312,3,30555
3313,3.69,25271
3314,3.73,39731
3315,3.54,12957
3316,3.92,6846
3317,3.54,14521
3318,3.72,18200
3319,3.71,19961
3320,3.72,12587
3321,3.39,8168
3322,3.38,7908
3323,3.26,2596
3324,3.49,9496
3325,3.4,8907
3326,3.3,15979
3327,3.72,2507
3328,3.8,11470
3329,3.6,7015
3330,2.99,1735
3331,3.47,7995
3332,3.3,234
3333,3.43,4866
3334,3.54,6900
3335,3.4,4077
3336,3.94,2132
3337,3.46,2228
3338,3.19,3075
3339,3.32,1802
3340,3.59,82388
3341,3.31,80031
3342,3.47,96776
3343,3.45,19821
3344,3.29,29148
3345,3.55,40365
3346,3.44,40321
3347,3.34,20101
3348,3.68,24199
3349,3.21,20763
3350,3.36,29052
3351,3.14,17204
3352,3.61,16428
3353,3.37,23726
3354,3.34,19803
3355,3.49,12997
3356,3.41,4740
3357,3.34,3398
3358,3.37,23726
3359,3.46,3461
3360,3.53,2586
3361,3.3,3945
3362,3.35,21142
3363,3.54,1438
3364,3.48,5857
3365,3.56,8328
3366,3.46,6957
3367,3.47,7728
3368,3.22,960
3369,3.33,423
3370,3.26,6358
3371,3.5,5543
3372,3.41,13241
3373,3.46,4106
3374,3.69,3737
3375,3.69,3737
3376,3.34,842
3377,3.82,1643
3378,3.56,1011
3379,3.37,898
3380,3.48,1099
3381,3.66,1752
3382,3.3,313
3383,3.58,572
3384,3.53,1159
3385,4.05,80602
3386,4.05,80602
3387,3.81,35383
3388,3.72,41353
3389,3.46,15091
3390,3.69,27491
3391,3.69,25107
3392,3.51,4602
3393,3.35,17728
3394,3.78,18113
3395,3.54,8354
3396,3.36,3587
3397,3.36,11448
3398,3.64,3919
3399,3.52,2585
3400,3.68,9050
3401,3.42,1826
3402,3.69,12328
3403,3.61,31285
3404,3.62,10856
3405,3.32,29641
3406,3.65,21208
3407,3.6,7561
3408,4.14,10214
3409,3.79,9360
3410,3.74,10566
3411,3.46,2983
3412,3.89,1369
3413,3.39,1710
3414,3.89,479
3415,3.79,817
3416,3.69,3285
3417,3.52,7942
3418,3.69,5705
3419,3.73,2904
3420,3.64,3606
3421,3.6,2610
3422,3.65,2796
3423,3.53,25714
3424,3.57,46553
3425,3.85,11301
3426,3.44,4528
3427,3.72,3513
3428,3.57,979
3429,3.48,2044
3430,3.77,1963
3431,3.82,28114
3432,3.62,29869
3433,3.56,19125
3434,3.36,7693
3435,3.64,4724
3436,3.62,4345
3437,4,5473
3438,3.6,1785
3439,3.67,2036
3440,3.59,4475
3441,3.51,2853
3442,3.5,85287
3443,3.51,61833
3444,3.43,57336
3445,3.52,25541
3446,3.39,73099
3447,3.6,12780
3448,3.83,10444
3449,3.47,13656
3450,3.53,3782
3451,3.49,4980
3452,3.69,21894
3453,3.56,9120
3454,3.46,7871
3455,3.58,1537
3456,3.53,3188
3457,3.64,910
3458,3.33,3885
3459,3.41,1930
3460,3.7,7268
3461,3.7,3885
3462,3.52,5238
3463,3.6,7189
3464,3.6,7757
3465,3.47,2355
3466,3.41,5786
3467,3.6,1551
3468,3.51,3622
3469,3.6,3730
3470,3.56,5614
3471,3.56,5037
3472,3.34,899
3473,3.29,1316
3474,3.65,21700
3475,3.52,42797
3476,3.46,18119
3477,3.66,11910
3478,3.65,6092
3479,4.04,20674
3480,3.76,6115
3481,3.61,14606
3482,3.8,11174
3483,3.92,5489
3484,3.71,2361
3485,3.61,3854
3486,3.97,5323
3487,3.51,2071
3488,3.52,64
3489,3.52,64
3490,3.6,1990
3491,3.49,761
3492,3.72,135884
3493,4.16,67830
3494,4.16,67830
3495,3.51,27199
3496,3.91,61000
3497,3.77,103241
3498,3.79,58500
3499,4.05,24026
3500,3.85,45135
3501,3.56,40390
3502,3.74,19927
3503,3.99,26011
3504,3.98,50628
3505,3.86,53856
3506,3.82,26982
3507,3.93,11233
3508,4.07,24073
3509,3.93,29854
3510,3.48,15592
3511,3.82,37665
3512,4.39,9983
3513,3.9,25136
3514,3.91,32457
3515,4.14,9231
3516,3.71,25233
3517,3.42,20861
3518,4.09,7992
3519,3.63,12304
3520,4.33,3437
3521,4.13,19353
3522,3.38,6118
3523,3.82,18289
3524,4.29,6194
3525,3.8,18444
3526,4.01,20348
3527,4.25,5433
3528,3.77,5875
3529,3.78,8864
3530,4.4,6084
3531,4.49,3084
3532,3.69,7545
3533,3.84,13175
3534,4.2,4981
3535,3.89,13395
3536,4.23,6595
3537,3.86,9846
3538,3.57,7502
3539,4.43,1935
3540,4.02,5912
3541,3.64,2042
3542,3.82,4105
3543,3.99,6059
3544,3.62,8361
3545,3.87,69680
3546,4.12,6692
3547,3.98,222530
3548,3.56,4468
3549,3.4,3048
3550,3.9,5229
3551,3.77,5298
3552,3.97,5779
3553,4.07,2356
3554,4.06,7925
3555,3.57,7370
3556,3.59,3913
3557,3.46,3745
3558,3.77,103241
3559,3.88,1846
3560,3.79,4729
3561,3.73,54515
3562,3.87,69680
3563,3.78,63554
3564,4.25,23601
3565,3.7,11565
3566,3.61,20693
3567,3.94,40210
3568,3.93,21764
3569,3.83,26995
3570,3.79,49800
3571,3.81,31414
3572,4.22,8956
3573,3.81,31414
3574,3.8,17117
3575,3.26,7844
3576,3.81,11568
3577,3.64,7209
3578,3.77,18666
3579,3.7,26238
3580,3.73,6057
3581,3.71,18923
3582,3.79,49800
3583,4.19,12951
3584,3.55,8448
3585,3.57,43111
3586,3.66,46645
3587,3.71,7470
3588,3.57,11500
3589,4,10070
3590,3.52,4594
3591,3.51,5530
3592,4.31,373
3593,3.62,5060
3594,3.45,2320
3595,3.9,5459
3596,4.07,6674
3597,4,2697
3598,3.67,2345
3599,3.85,2441
3600,3.64,3917
3601,4.03,1568
3602,3.73,4520
3603,3.65,2889
3604,3.69,4811
3605,3.93,7005
3606,3.66,24157
3607,3.49,43333
3608,3.85,11671
3609,3.52,21989
3610,3.62,14085
3611,4.19,3720
3612,3.73,5838
3613,3.55,2139
3614,4.16,4160
3615,3.71,1844
3616,3.72,291
3617,4.01,1133
3618,3.28,2688
3619,3.47,1622
3620,3.8,896
3621,4.12,115352
3622,3.85,86476
3623,4.52,16274
3624,3.95,99629
3625,3.99,60684
3626,4.07,36753
3627,4.15,47371
3628,3.8,32199
3629,3.99,44811
3630,4.27,19096
3631,4.2,16939
3632,3.83,95176
3633,3.96,20574
3634,4.27,24216
3635,4.3,7168
3636,4.27,13791
3637,3.98,31241
3638,3.87,29258
3639,3.64,29500
3640,4.14,18924
3641,4.13,15410
3642,3.72,17757
3643,3.95,41604
3644,3.84,17440
3645,4.06,8666
3646,4.23,3935
3647,4.02,18837
3648,4.56,3954
3649,3.92,20904
3650,4.32,3299
3651,3.89,5382
3652,3.97,8707
3653,3.82,3391
3654,3.81,15785
3655,4.51,51
3656,3.86,10002
3657,3.66,4374
3658,3.83,4241
3659,3.63,11175
3660,3.96,29492
3661,3.82,2726
3662,3.98,7014
3663,4.26,6622
3664,3.6,9263
3665,4.03,9159
3666,4.09,16362
3667,4.07,3006
3668,3.81,5631
3669,3.95,10894
3670,4.09,7537
3671,4.09,7537
3672,3.75,2763
3673,4.35,3747
3674,4.04,8780
3675,3.98,7099
3676,4,7776
3677,4,7676
3678,3.94,9580
3679,3.56,1169
3680,4.27,1598
3681,4.19,3446
3682,4.1,4543
3683,4.65,440
3684,4.1,7666
3685,3.56,25265
3686,3.97,6405
3687,4.23,4948
3688,3.9,34
3689,4.11,2692
3690,3.67,2280
3691,3.92,2857
3692,3.95,3986
3693,3.6,4343
3694,3.52,3060
3695,3.75,6981
3696,4.04,5741
3697,3.74,9449
3698,4.39,5725
3699,4.21,1721
3700,3.84,3895
3701,3.56,25265
3702,4.26,4204
3703,3.85,2271
3704,3.73,1143
3705,3.7,2670
3706,4.1,3790
3707,3.78,1445
3708,4.06,2755
3709,4.28,8672
3710,4.28,8672
3711,4.26,4185
3712,4.05,5198
3713,3.76,1632
3714,4.03,2028
3715,3.66,2380
3716,3.99,201
3717,4.39,2368
3718,3.99,1497
3719,4.08,3098
3720,4.16,1686
3721,4.25,1246
3722,3.9,3167
3723,4.23,6110
3724,3.67,2796
3725,4.01,5727
3726,3.89,2623
3727,3.94,5774
3728,3.71,3802
3729,3.83,93145
3730,3.6,63551
3731,3.65,54587
3732,3.55,44772
3733,3.64,53918
3734,3.37,21728
3735,3.5,21140
3736,3.37,13261
3737,3.63,26722
3738,3.6,14240
3739,3.94,18375
3740,3.66,22822
3741,3.84,27720
3742,3.51,14739
3743,3.56,25018
3744,3.45,7497
3745,3.5,8592
3746,4.01,9362
3747,3.8,9314
3748,3.33,10734
3749,3.5,4421
3750,3.69,7042
3751,3.62,35678
3752,3.74,16461
3753,3.74,8165
3754,3.68,639
3755,3.49,11426
3756,3.4,4522
3757,3.51,8235
3758,3.79,10690
3759,3.47,3719
3760,3.57,4345
3761,3.57,3410
3762,3.91,2853
3763,3.47,1103
3764,3.67,5061
3765,3.71,757
3766,3.3,1969
3767,3.57,3362
3768,3.61,3363
3769,3.46,638
3770,3.57,337
3771,3.35,4390
3772,3.56,1531
3773,3.71,221
3774,3.04,1414
3775,3.52,263
3776,3.71,275
3777,3.77,5141
3778,4.02,33
3779,3.55,353
3780,3.45,44632
3781,3.61,6447
3782,3.56,24834
3783,3.66,26509
3784,3.35,17220
3785,3.87,12202
3786,3.51,11858
3787,3.36,12303
3788,3.5,16939
3789,3.57,10720
3790,3.41,3159
3791,3.46,3934
3792,3.45,7056
3793,3.45,2703
3794,3.41,5478
3795,3.43,5638
3796,3.51,1839
3797,3.53,6377
3798,3.54,2689
3799,3.55,4553
3800,3.64,7864
3801,3.64,3828
3802,3.4,2222
3803,3.35,8627
3804,3.65,1724
3805,3.87,12065
3806,3.77,13951
3807,3.72,14117
3808,4,11391
3809,3.68,19902
3810,3.76,19808
3811,4.47,2919
3812,3.89,14648
3813,3.89,14648
3814,3.52,5821
3815,3.68,9682
3816,3.97,8108
3817,3.64,2819
3818,3.83,6862
3819,3.73,6623
3820,3.42,12520
3821,3.65,7660
3822,3.86,8721
3823,3.82,5083
3824,3.26,20608
3825,3.57,3344
3826,3.59,2513
3827,3.64,2681
3828,3.84,14304
3829,4.07,2247
3830,3.65,3220
3831,3.61,2042
3832,3.65,4075
3833,3.67,2460
3834,3.68,6475
3835,3.66,48668
3836,3.59,76850
3837,3.81,16975
3838,3.2,6833
3839,3.6,24498
3840,3.53,10089
3841,3.38,4278
3842,3.63,7506
3843,3.63,1344
3844,3.76,1272
3845,3.62,73882
3846,3.51,108785
3847,3.54,35402
3848,3.75,40046
3849,3.54,17679
3850,3.66,34541
3851,3.97,3331
3852,3.78,50468
3853,4.16,15664
3854,3.7,19310
3855,3.28,23527
3856,3.36,6851
3857,3.6,9054
3858,3.52,28073
3859,4.02,6785
3860,3.84,16359
3861,3.27,3738
3862,3.55,6100
3863,3.84,12143
3864,4,6659
3865,3.72,8928
3866,3.91,7240
3867,3.99,11710
3868,3.65,4908
3869,3.15,2154
3870,3.68,11287
3871,3.51,2712
3872,3.51,2712
3873,3.63,13413
3874,3.86,3943
3875,3.93,4321
3876,3.75,40046
3877,3.82,2378
3878,3.47,3702
3879,3.87,7094
3880,3.9,2296
3881,3.56,77480
3882,3.75,177269
3883,3.71,159276
3884,3.79,56123
3885,3.46,88182
3886,3.53,54862
3887,3.73,55498
3888,3.84,25133
3889,3.39,30427
3890,3.75,177269
3891,3.72,50026
3892,3.27,40404
3893,3.6,36539
3894,3.5,9996
3895,3.58,30049
3896,3.58,12649
3897,3.65,33885
3898,3.61,18285
3899,3.29,9256
3900,3.5,20045
3901,3.19,6838
3902,3.46,6272
3903,3.58,13778
3904,3.56,8502
3905,3.51,8731
3906,3.51,8731
3907,3.52,8379
3908,3.37,5676
3909,3.5,9208
3910,3.78,5104
3911,3.5,9451
3912,3.44,11260
3913,3.7,9613
3914,3.49,7923
3915,3.58,4820
3916,3.51,6484
3917,3.41,14301
3918,3.51,5320
3919,3.58,7462
3920,3.44,3268
3921,3.52,5192
3922,3.58,4237
3923,3.21,9010
3924,3.45,4127
3925,3.45,4384
3926,3.58,7606
3927,3.66,7744
3928,3.52,20404
3929,3.44,6665
3930,3.56,5406
3931,3.45,4557
3932,3.64,6416
3933,3.56,5761
3934,3.34,10804
3935,3.54,35653
3936,3.34,30456
3937,3.49,31814
3938,3.28,48135
3939,3.47,25285
3940,3.36,42442
3941,3.54,26289
3942,3.62,8919
3943,3.52,2919
3944,3.45,12697
3945,3.27,7931
3946,3.31,10079
3947,3.34,5242
3948,3.44,15046
3949,3.6,23289
3950,3.36,12990
3951,3.44,16320
3952,3.31,7695
3953,3.66,17341
3954,3.22,5137
3955,3.39,10148
3956,3.43,7073
3957,3.45,8269
3958,3.35,1791
3959,3.5,3025
3960,3.37,5598
3961,3.04,3504
3962,3.36,9949
3963,3.36,7178
3964,3.42,4346
3965,3.62,3853
3966,3.45,4746
3967,3.41,5261
3968,3.2,3366
3969,3.16,1482
3970,3.57,8259
3971,3.53,5822
3972,3.52,5984
3973,3.63,5768
3974,3.36,3378
3975,3.43,3223
3976,4.1,5074
3977,3.39,4003
3978,3.25,36402
3979,3.31,8330
3980,3.49,2192
3981,3.18,1988
3982,3.71,2129
3983,3.43,1665
3984,3.54,1268
3985,3.56,494
3986,3.37,865
3987,3.53,710
3988,3.9,2129
3989,3.6,4262
3990,3.53,1363
3991,3.44,1435
3992,3.68,364
3993,3.56,595
3994,3.4,1460
3995,3.69,489
3996,3.31,676
3997,3.57,211
3998,3.64,435
3999,3.99,19
4000,3.58,221
4001,3.54,595
4002,3.93,60733
4003,3.6,29
4004,3.71,1812
4005,3.89,5376
4006,3.47,5121
4007,3.77,1842
4008,3.61,1833
4009,3.67,2211
4010,3.61,1557
4011,3.57,4892
4012,3.68,4697
4013,3.77,2529
4014,3.34,937
4015,3.71,2875
4016,3.72,1608
4017,3.51,91516
4018,3.53,32332
4019,3.32,4757
4020,3.81,448633
4021,3.66,4812
4022,3.56,20758
4023,3.59,12390
4024,3.41,9620
4025,3.4,3048
4026,3.63,1227
4027,3.6,12117
4028,3.52,3029
4029,3.72,4832
4030,3.68,3038
4031,3.64,2214
4032,3.66,4615
4033,3.62,921
4034,3.36,40446
4035,3.64,43951
4036,3.59,36903
4037,3.32,27237
4038,3.63,6542
4039,3.58,7715
4040,3.47,17789
4041,3.5,8018
4042,3.51,4282
4043,3.5,6165
4044,3.41,3037
4045,3.93,6301
4046,3.54,6195
4047,3.45,5977
4048,3.58,5761
4049,3.41,1704
4050,3.57,2341
4051,3.66,3173
4052,3.82,6061
4053,3.55,4797
4054,3.43,4980
4055,3.31,3355
4056,3.77,1137
4057,3.9,1312
4058,3.77,338
4059,3.8,177734
4060,4.16,13467
4061,3.77,36877
4062,3.97,18380
4063,3.42,12420
4064,4.23,11872
4065,3.69,14495
4066,3.93,6786
4067,3.61,14537
4068,3.76,9647
4069,3.75,10467
4070,3.68,6464
4071,4.11,5475
4072,3.9,1695
4073,3.78,15030
4074,4,8523
4075,3.19,3717
4076,3.48,4714
4077,3.71,11219
4078,3.92,4557
4079,3.8,6546
4080,3.92,4557
4081,3.79,9021
4082,3.74,7393
4083,3.37,2486
4084,3.47,1625
4085,3.88,1767
4086,3.7,19126
4087,3.88,4299
4088,3.7,3974
4089,4.13,2890
4090,3.8,4640
4091,3.62,718
4092,3.83,2815
4093,3.51,1756
4094,3.61,81102
4095,3.72,71883
4096,3.39,26077
4097,3.49,18894
4098,3.69,20811
4099,3.31,8713
4100,3.48,8932
4101,3.79,16130
4102,3.58,3145
4103,3.54,5190
4104,3.44,1386
4105,3.59,6082
4106,4.08,3878
4107,3.34,589
4108,3.53,3685
4109,3.37,4433
4110,3.34,2499
4111,3.78,2644
4112,3.51,1832
4113,3.49,6823
4114,3.72,23600
4115,3.72,23600
4116,3.32,5099
4117,3.51,3750
4118,3.36,654
4119,3.57,2034
4120,2.78,250395
4121,2.77,103048
4122,3.09,193677
4123,3.04,160973
4124,2.88,82170
4125,2.79,112119
4126,3.07,49701
4127,2.52,263280
4128,3.14,10111
4129,3.12,6105
4130,3.09,36776
4131,3.36,24307
4132,3.32,11208
4133,2.72,5093
4134,3.25,5400
4135,3.46,31589
4136,2.62,7214
4137,2.55,6487
4138,2.67,5436
4139,2.63,3810
4140,3.49,5703
4141,3.5,191959
4142,3.52,108410
4143,3.04,57441
4144,2.61,34408
4145,3.6,29507
4146,3.45,30661
4147,3.47,16202
4148,3.19,23888
4149,3.72,21480
4150,3.6,5765
4151,3.32,9539
4152,3.43,20135
4153,3.44,5899
4154,3.56,2917
4155,3.15,4367
4156,3.32,6931
4157,3.57,7561
4158,3.4,4796
4159,3.78,9944
4160,3.3,5572
4161,3.05,233
4162,3.44,11317
4163,3.9,18573
4164,3.84,13025
4165,3.67,40807
4166,3.72,8335
4167,3.63,4489
4168,3.79,16250
4169,3.59,4658
4170,3.6,5018
4171,3.51,5649
4172,3.53,2901
4173,3.91,7721
4174,3.72,6839
4175,3.88,6703
4176,3.62,5875
4177,3.85,12531
4178,3.85,12531
4179,3.62,5253
4180,3.6,2172
4181,3.83,4046
4182,3.62,5875
4183,3.79,4522
4184,3.73,1525
4185,3.65,5611
4186,3.61,605
4187,3.71,4529
4188,3.41,2933
4189,3.59,7635
4190,3.4,4815
4191,3.58,3274
4192,3.58,3274
4193,2.53,19252
4194,3.02,9523
4195,2.26,10493
4196,3.84,49301
4197,3.46,35731
4198,3.45,37093
4199,3.36,37239
4200,3.51,165175
4201,3.21,110746
4202,2.67,7803
4203,3.57,27393
4204,3.33,45111
4205,3.15,14211
4206,3.46,9897
4207,3.33,16673
4208,3.52,27637
4209,3.6,18772
4210,3.66,33094
4211,3.11,7404
4212,3.14,25186
4213,3.99,13675
4214,3.68,12207
4215,3.48,10071
4216,3.23,12044
4217,3.28,12992
4218,3.2,27535
4219,3.18,9143
4220,3.5,17982
4221,3.41,17535
4222,3.73,13470
4223,3.75,7693
4224,3.19,2570
4225,3.42,29293
4226,3.15,14211
4227,3.44,18884
4228,3.4,23328
4229,3.51,15870
4230,3.4,11332
4231,3.53,11169
4232,3.3,3746
4233,3.57,8691
4234,3.64,2889
4235,3.49,7423
4236,3.31,5661
4237,2.9,1171
4238,3.32,11330
4239,3.27,3947
4240,3.51,10499
4241,3.69,13671
4242,3.59,2396
4243,3.43,5949
4244,3.54,4041
4245,3.24,1742
4246,3.46,31589
4247,3.59,16593
4248,3.25,8347
4249,3.48,2250
4250,3.37,2879
4251,3.4,10110
4252,3.38,927
4253,3.49,4128
4254,3.48,7351
4255,3.5,2763
4256,3.57,3978
4257,3.35,1421
4258,3.29,1298
4259,3.22,568
4260,3.46,3218
4261,3.5,1480
4262,3.29,1735
4263,3.54,2372
4264,3.48,1572
4265,3.44,2036
4266,3.37,2849
4267,2.34,275258
4268,2.4,261295
4269,2.36,101794
4270,3.02,17034
4271,2.25,299379
4272,2.54,18374
4273,3.15,14211
4274,3.26,7392
4275,3.23,10067
4276,2.6,5503
4277,2.95,2350
4278,3.2,3010
4279,2.34,1959
4280,2.82,20460
4281,2.67,5378
4282,2.67,3997
4283,2.71,304
4284,3.36,155458
4285,3.35,41159
4286,3.43,120610
4287,3.49,84478
4288,3.52,49524
4289,3.29,71649
4290,3.28,68326
4291,3.36,11228
4292,3.37,19461
4293,3.45,25284
4294,3.35,11852
4295,3.52,18942
4296,3.55,5787
4297,3.47,9765
4298,3.28,2924
4299,3.54,15692
4300,3.5,14375
4301,3.44,10259
4302,3.5,6126
4303,3.57,8128
4304,3.44,7417
4305,3.31,3764
4306,3.38,6762
4307,3.41,6846
4308,3.44,5029
4309,3.5,6189
4310,3.44,5292
4311,3.19,2479
4312,3.34,7568
4313,3.42,8709
4314,3.07,2458
